"all.data.peaks.deseq2_LamBKO.seqnames"	"all.data.peaks.deseq2_LamBKO.start"	"all.data.peaks.deseq2_LamBKO.end"	"all.data.peaks.deseq2_LamBKO.width"	"all.data.peaks.deseq2_LamBKO.strand"	"all.data.peaks.deseq2_LamBKO.Conc"	"all.data.peaks.deseq2_LamBKO.Conc_Group1"	"all.data.peaks.deseq2_LamBKO.Conc_Group2"	"all.data.peaks.deseq2_LamBKO.Fold"	"all.data.peaks.deseq2_LamBKO.p.value"	"all.data.peaks.deseq2_LamBKO.FDR"	"all.data.peaks.deseq2_LamBKO.peak"	"all.data.peaks.deseq2_LamBKO.feature"	"all.data.peaks.deseq2_LamBKO.start_position"	"all.data.peaks.deseq2_LamBKO.end_position"	"all.data.peaks.deseq2_LamBKO.feature_strand"	"all.data.peaks.deseq2_LamBKO.insideFeature"	"all.data.peaks.deseq2_LamBKO.distancetoFeature"	"all.data.peaks.deseq2_LamBKO.shortestDistance"	"all.data.peaks.deseq2_LamBKO.fromOverlappingOrNearest"	"all.data.peaks.deseq2_LamBKO.symbol"	"all.data.peaks.deseq2_LamBKO.genename"
"chrX"	18900056	18900256	201	"*"	5.57	5.8	5.42	0.38	0.104	0.571	"12320"	"FBgn0030976"	18900410	18911843	"+"	"upstream"	-354	154	"NearestLocation"	"CG7378"	"uncharacterized protein"
"chr3R"	20546668	20546868	201	"*"	6.84	7.02	6.72	0.31	0.104	0.571	"8994"	"FBgn0016917"	20535323	20552311	"-"	"inside"	5643	5443	"NearestLocation"	"Stat92E"	"Signal-transducer and activator of transcription protein at 92E"
"chr3L"	15898994	15899194	201	"*"	5.19	5.47	4.99	0.49	0.104	0.571	"6416"	"FBgn0264908"	15848578	15899029	"-"	"overlapStart"	35	35	"NearestLocation"	"pHCl-1"	"pH-sensitive chloride channel 1"
"chrX"	4684541	4684741	201	"*"	8.38	8.57	8.25	0.32	0.104	0.571	"10799"	"FBgn0022768"	4679988	4686903	"-"	"inside"	2362	2162	"NearestLocation"	"Pp2C1"	"Protein phosphatase 2C"
"chr3L"	16955336	16955536	201	"*"	6.61	6.8	6.48	0.32	0.104	0.571	"6580"	"FBgn0010352"	16954822	16968724	"+"	"inside"	514	514	"NearestLocation"	"Nc73EF"	"Neural conserved at 73EF"
"chr2L"	14490552	14490752	201	"*"	8.43	8.63	8.3	0.33	0.104	0.571	"1587"	"FBgn0005771"	14490859	14494019	"+"	"upstream"	-307	107	"NearestLocation"	"noc"	"no ocelli"
"chrX"	23013325	23013525	201	"*"	6.44	6.66	6.29	0.36	0.104	0.571	"12562"	"FBgn0039965"	23013495	23016586	"+"	"overlapStart"	-170	30	"NearestLocation"	"Coa7"	"Cytochrome c oxidase assembly factor 7"
"chr2R"	24685075	24685275	201	"*"	6.49	6.7	6.35	0.35	0.104	0.571	"4601"	"FBgn0035049"	24671294	24688184	"-"	"inside"	3109	2909	"NearestLocation"	"Mmp1"	"Matrix metalloproteinase 1"
"chr2R"	6663148	6663348	201	"*"	8.28	8.45	8.16	0.28	0.104	0.571	"2381"	"FBgn0266621"	6663395	6664195	"-"	"downstream"	1047	47	"NearestLocation"	NA	NA
"chr3R"	16702941	16703141	201	"*"	8.15	8.35	8.02	0.33	0.104	0.571	"8648"	"FBgn0003944"	16656623	16734426	"-"	"inside"	31485	31285	"NearestLocation"	"Ubx"	"Ultrabithorax"
"chr2R"	6923260	6923460	201	"*"	5.67	5.9	5.5	0.4	0.104	0.571	"2421"	"FBgn0033117"	6923366	6924929	"+"	"overlapStart"	-106	94	"NearestLocation"	"CG3358"	"uncharacterized protein"
"chr2R"	22514276	22514476	201	"*"	5.32	5.6	5.12	0.48	0.104	0.571	"4320"	"FBgn0034735"	22492197	22494295	"+"	"downstream"	22079	19981	"NearestLocation"	"CG4610"	"uncharacterized protein"
"chr3R"	9581245	9581445	201	"*"	4.95	4.64	5.11	-0.47	0.104	0.571	"7860"	"FBgn0037717"	9581306	9586648	"+"	"overlapStart"	-61	61	"NearestLocation"	"CG8301"	"uncharacterized protein"
"chr2R"	11717308	11717508	201	"*"	4.19	4.49	3.98	0.52	0.104	0.571	"3066"	"FBgn0033649"	11712263	11726345	"+"	"inside"	5045	5045	"NearestLocation"	"pyr"	"pyramus"
"chr4"	724276	724476	201	"*"	5.16	5.43	4.96	0.47	0.104	0.571	"10263"	"FBgn0005666"	724400	776474	"+"	"overlapStart"	-124	76	"NearestLocation"	"bt"	"bent"
"chr3R"	12290688	12290888	201	"*"	4.84	4.52	5	-0.47	0.104	0.571	"8157"	"FBgn0267678"	12276604	12276932	"+"	"downstream"	14084	13756	"NearestLocation"	NA	NA
"chr3R"	14731468	14731668	201	"*"	7.16	7.34	7.03	0.31	0.104	0.571	"8434"	"FBgn0038256"	14724760	14731509	"-"	"overlapStart"	41	41	"NearestLocation"	"CG7530"	"uncharacterized protein"
"chr2L"	129179	129379	201	"*"	8.4	8.58	8.28	0.3	0.104	0.571	"19"	"FBgn0025683"	122624	130791	"-"	"inside"	1612	1412	"NearestLocation"	"CG3164"	"uncharacterized protein"
"chr2L"	18180599	18180799	201	"*"	4.11	4.44	3.88	0.56	0.104	0.571	"1829"	"FBgn0267486"	18180884	18185007	"-"	"downstream"	4408	85	"NearestLocation"	"Ptp36E"	"Protein tyrosine phosphatase 36E"
"chrX"	3029629	3029829	201	"*"	3.87	4.24	3.6	0.63	0.104	0.571	"10645"	"FBgn0029649"	3066615	3067562	"-"	"downstream"	37933	36786	"NearestLocation"	"CG4116"	"uncharacterized protein"
"chrX"	5755485	5755685	201	"*"	8.02	8.19	7.91	0.28	0.104	0.571	"10873"	"FBgn0029801"	5755574	5759751	"+"	"overlapStart"	-89	89	"NearestLocation"	"CG15771"	"uncharacterized protein"
"chr2R"	14645106	14645306	201	"*"	6.86	7.06	6.74	0.32	0.104	0.571	"3431"	"FBgn0033951"	14645270	14646344	"+"	"overlapStart"	-164	36	"NearestLocation"	"CG10139"	"uncharacterized protein"
"chrX"	2607796	2607996	201	"*"	4.46	4.81	4.21	0.6	0.104	0.571	"10613"	"FBgn0011566"	2606680	2608876	"-"	"inside"	1080	880	"NearestLocation"	"Smyd3"	"SET and MYND domain containing, class 3"
"chr3R"	25322691	25322891	201	"*"	5.08	5.36	4.89	0.47	0.104	0.571	"9571"	"FBgn0039326"	25321053	25322757	"-"	"overlapStart"	66	66	"NearestLocation"	"CG10562"	"uncharacterized protein"
"chr3R"	16190696	16190896	201	"*"	5.45	5.71	5.26	0.45	0.104	0.571	"8588"	"FBgn0024491"	16186156	16189564	"-"	"upstream"	-1132	1132	"NearestLocation"	"Bin1"	"Bicoid interacting protein 1"
"chr2R"	21095383	21095583	201	"*"	5.18	5.49	4.96	0.52	0.105	0.571	"4149"	"FBgn0011824"	21095958	21097305	"-"	"downstream"	1922	375	"NearestLocation"	"CG4038"	"uncharacterized protein"
"chr3R"	29833333	29833533	201	"*"	3.99	4.32	3.75	0.56	0.105	0.571	"9954"	"FBgn0039705"	29827281	29835101	"-"	"inside"	1768	1568	"NearestLocation"	"Atg16"	"Autophagy-related 16"
"chr2L"	2922217	2922417	201	"*"	5.32	5.03	5.47	-0.43	0.105	0.571	"303"	"FBgn0010263"	2954762	2968434	"+"	"upstream"	-32545	32345	"NearestLocation"	"Rbp9"	"RNA-binding protein 9"
"chr3L"	1100779	1100979	201	"*"	5.5	5.77	5.31	0.47	0.105	0.571	"4824"	"FBgn0004870"	1036369	1101089	"-"	"inside"	310	110	"NearestLocation"	"bab1"	"bric a brac 1"
"chrX"	8606250	8606450	201	"*"	5.33	5.59	5.16	0.43	0.105	0.571	"11206"	"FBgn0030054"	8602137	8606304	"-"	"overlapStart"	54	54	"NearestLocation"	"Caf1-180"	"Chromatin assembly factor 1, p180 subunit"
"chrX"	10546758	10546958	201	"*"	7.49	7.69	7.35	0.34	0.105	0.571	"11403"	"FBgn0030215"	10565842	10566591	"-"	"downstream"	19833	18884	"NearestLocation"	"CG15296"	"uncharacterized protein"
"chr3L"	9509206	9509406	201	"*"	6.84	7.02	6.71	0.31	0.105	0.571	"5771"	"FBgn0036008"	9506818	9509583	"-"	"inside"	377	177	"NearestLocation"	"CG3408"	"uncharacterized protein"
"chr2L"	1185779	1185979	201	"*"	7.84	8.01	7.72	0.28	0.105	0.571	"147"	"FBgn0031322"	1185757	1196807	"+"	"inside"	22	22	"NearestLocation"	"CG5001"	"uncharacterized protein"
"chr3L"	1884836	1885036	201	"*"	5.89	6.11	5.75	0.35	0.105	0.571	"4933"	"FBgn0000109"	1883795	1885019	"-"	"overlapStart"	183	17	"NearestLocation"	"Aprt"	"Adenine phosphoribosyltransferase"
"chrX"	5988236	5988436	201	"*"	7.78	7.93	7.68	0.25	0.105	0.571	"10909"	"FBgn0029831"	5988791	5992640	"+"	"upstream"	-555	355	"NearestLocation"	"CG5966"	"uncharacterized protein"
"chr2R"	22649749	22649949	201	"*"	5.57	5.85	5.38	0.47	0.105	0.571	"4346"	"FBgn0034755"	22648995	22649750	"-"	"overlapStart"	1	1	"NearestLocation"	"CG3746"	"uncharacterized protein"
"chr2R"	21664275	21664475	201	"*"	5.42	5.69	5.22	0.47	0.105	0.571	"4238"	"FBgn0259708"	21664126	21666108	"+"	"inside"	149	149	"NearestLocation"	"CG42362"	"uncharacterized protein"
"chr2R"	21664275	21664475	201	"*"	5.42	5.69	5.22	0.47	0.105	0.571	"4238"	"FBgn0259709"	21664126	21666108	"+"	"inside"	149	149	"NearestLocation"	"CG42363"	"uncharacterized protein"
"chr4"	989479	989679	201	"*"	5.24	5.47	5.08	0.38	0.105	0.571	"10279"	"FBgn0019650"	989725	1007922	"+"	"upstream"	-246	46	"NearestLocation"	"toy"	"twin of eyeless"
"chr2R"	7972423	7972623	201	"*"	6.24	6.45	6.09	0.36	0.105	0.571	"2580"	"FBgn0027054"	7972175	7974099	"+"	"inside"	248	248	"NearestLocation"	"CSN4"	"COP9 signalosome subunit 4"
"chr2R"	17102857	17103057	201	"*"	4.98	5.24	4.8	0.45	0.105	0.571	"3719"	"FBgn0050456"	17100241	17107542	"+"	"inside"	2616	2616	"NearestLocation"	"CG30456"	"uncharacterized protein"
"chr3R"	11172925	11173125	201	"*"	6.01	6.27	5.83	0.45	0.105	0.571	"8035"	"FBgn0026315"	11170817	11172664	"-"	"upstream"	-261	261	"NearestLocation"	"Ugt35A1"	"UDP-glycosyltransferase family 35 member A1"
"chrX"	14589537	14589737	201	"*"	4.42	4.73	4.2	0.52	0.105	0.571	"11824"	"FBgn0030573"	14583677	14584616	"+"	"downstream"	5860	4921	"NearestLocation"	"nmdyn-D6"	"nmdyn-D6"
"chr3L"	6988969	6989169	201	"*"	4.2	4.5	3.98	0.52	0.105	0.571	"5423"	"FBgn0045759"	6990622	6994447	"+"	"upstream"	-1653	1453	"NearestLocation"	"bin"	"biniou"
"chrX"	5716007	5716207	201	"*"	5.93	6.16	5.77	0.39	0.105	0.571	"10866"	"FBgn0053080"	5708559	5717778	"-"	"inside"	1771	1571	"NearestLocation"	"CG33080"	"uncharacterized protein"
"chr2R"	11742569	11742769	201	"*"	4.47	4.79	4.24	0.54	0.105	0.571	"3067"	"FBgn0033652"	11756817	11814424	"+"	"upstream"	-14248	14048	"NearestLocation"	"ths"	"thisbe"
"chrX"	16358897	16359097	201	"*"	6.63	6.84	6.48	0.36	0.105	0.571	"12014"	"FBgn0005411"	16356696	16359039	"-"	"overlapStart"	142	58	"NearestLocation"	"U2af50"	"U2 small nuclear riboprotein auxiliary factor 50"
"chrX"	15868041	15868241	201	"*"	7.38	7.58	7.25	0.33	0.105	0.571	"11965"	"FBgn0001092"	15868145	15869661	"+"	"overlapStart"	-104	96	"NearestLocation"	"Gapdh2"	"Glyceraldehyde 3 phosphate dehydrogenase 2"
"chr3R"	8731654	8731854	201	"*"	6.08	6.32	5.91	0.41	0.105	0.571	"7752"	"FBgn0037621"	8729790	8731698	"-"	"overlapStart"	44	44	"NearestLocation"	"M1BP"	"Motif 1 Binding Protein"
"chrX"	2305948	2306148	201	"*"	7.59	7.77	7.47	0.3	0.105	0.571	"10578"	"FBgn0003079"	2295466	2343870	"+"	"inside"	10482	10482	"NearestLocation"	"Raf"	"Raf oncogene"
"chr2R"	19339594	19339794	201	"*"	4.09	4.44	3.82	0.62	0.105	0.571	"3998"	"FBgn0034435"	19341809	19345754	"+"	"upstream"	-2215	2015	"NearestLocation"	"fest"	"wurstfest"
"chr3L"	16661561	16661761	201	"*"	6.99	7.18	6.86	0.31	0.105	0.571	"6532"	"FBgn0260960"	16648442	16661615	"-"	"overlapStart"	54	54	"NearestLocation"	"Baldspot"	"baldspot"
"chr3R"	16284987	16285187	201	"*"	6.74	6.91	6.62	0.29	0.105	0.571	"8602"	"FBgn0250823"	16272452	16304768	"+"	"inside"	12535	12535	"NearestLocation"	"gish"	"gilgamesh"
"chrX"	3740855	3741055	201	"*"	7.08	7.28	6.95	0.33	0.105	0.571	"10719"	"FBgn0283657"	3720007	3789770	"+"	"inside"	20848	20848	"NearestLocation"	"Tlk"	"Tousled-like kinase"
"chr3R"	9043779	9043979	201	"*"	6.45	6.68	6.3	0.37	0.106	0.571	"7793"	"FBgn0014018"	9044183	9047977	"-"	"downstream"	4198	204	"NearestLocation"	"Rel"	"Relish"
"chr3R"	20310027	20310227	201	"*"	5.64	5.88	5.48	0.4	0.106	0.571	"8982"	"FBgn0261550"	20309344	20324196	"+"	"inside"	683	683	"NearestLocation"	"CG42668"	"uncharacterized protein"
"chr2L"	19571949	19572149	201	"*"	7.08	7.29	6.94	0.35	0.106	0.571	"1987"	"FBgn0262449"	19570182	19570264	"-"	"upstream"	-1685	1685	"NearestLocation"	NA	NA
"chr2R"	15135426	15135626	201	"*"	6.95	7.14	6.83	0.32	0.106	0.571	"3485"	"FBgn0262954"	15144968	15145519	"-"	"downstream"	10093	9342	"NearestLocation"	"Rpb12"	"Rpb12"
"chrX"	765089	765289	201	"*"	7.17	7.35	7.05	0.3	0.106	0.571	"10363"	"FBgn0266281"	765288	766100	"+"	"overlapStart"	-199	1	"NearestLocation"	NA	NA
"chr3L"	18063285	18063485	201	"*"	7.98	8.15	7.87	0.28	0.106	0.571	"6728"	"FBgn0000568"	17950953	18064696	"-"	"inside"	1411	1211	"NearestLocation"	"Eip75B"	"Ecdysone-induced protein 75B"
"chr2R"	20007298	20007498	201	"*"	6.13	6.39	5.94	0.45	0.106	0.571	"4062"	"FBgn0265839"	20007095	20007645	"+"	"inside"	203	147	"NearestLocation"	NA	NA
"chr3L"	24028357	24028557	201	"*"	6.53	6.74	6.39	0.35	0.106	0.571	"7248"	"FBgn0058045"	24028515	24035859	"+"	"overlapStart"	-158	42	"NearestLocation"	"CG40045"	"uncharacterized protein"
"chrX"	17727338	17727538	201	"*"	5.82	6.09	5.63	0.46	0.106	0.571	"12186"	"FBgn0261570"	17710144	17752007	"+"	"inside"	17194	17194	"NearestLocation"	"raskol"	"raskol"
"chrX"	629345	629545	201	"*"	6.79	6.99	6.65	0.35	0.106	0.571	"10350"	"FBgn0002579"	628338	629483	"-"	"overlapStart"	138	62	"NearestLocation"	"RpL36"	"Ribosomal protein L36"
"chr3L"	18822556	18822756	201	"*"	6.63	6.82	6.5	0.32	0.106	0.571	"6790"	"FBgn0000261"	18822604	18828188	"+"	"overlapStart"	-48	48	"NearestLocation"	"Cat"	"Catalase"
"chrX"	17657789	17657989	201	"*"	7.13	7.33	6.99	0.33	0.106	0.571	"12176"	"FBgn0250788"	17657372	17669371	"+"	"inside"	417	417	"NearestLocation"	"beta-Spec"	"beta Spectrin"
"chr3R"	18053112	18053312	201	"*"	6.78	6.99	6.65	0.34	0.106	0.571	"8758"	"FBgn0010389"	18045216	18052984	"-"	"upstream"	-128	128	"NearestLocation"	"htl"	"heartless"
"chr3R"	6170819	6171019	201	"*"	6.72	6.92	6.58	0.33	0.106	0.571	"7525"	"FBgn0037406"	6173549	6174971	"+"	"upstream"	-2730	2530	"NearestLocation"	"Osi1"	"Osiris 1"
"chr3L"	17010183	17010383	201	"*"	8.55	8.76	8.41	0.34	0.106	0.571	"6591"	"FBgn0036684"	16994717	17012565	"-"	"inside"	2382	2182	"NearestLocation"	"CG3764"	"uncharacterized protein"
"chr2L"	8418345	8418545	201	"*"	4.9	5.17	4.7	0.47	0.106	0.571	"946"	"FBgn0027932"	8415690	8431297	"+"	"inside"	2655	2655	"NearestLocation"	"Akap200"	"A kinase anchor protein 200"
"chr3L"	739474	739674	201	"*"	7.45	7.63	7.32	0.31	0.106	0.571	"4774"	"FBgn0264310"	737052	737479	"-"	"upstream"	-1995	1995	"NearestLocation"	NA	NA
"chr2L"	12543219	12543419	201	"*"	7.49	7.7	7.35	0.35	0.106	0.571	"1402"	"FBgn0261709"	12543176	12544343	"+"	"inside"	43	43	"NearestLocation"	NA	NA
"chr3L"	4205813	4206013	201	"*"	3.75	3.33	3.95	-0.62	0.106	0.571	"5213"	"FBgn0035508"	4200825	4204339	"-"	"upstream"	-1474	1474	"NearestLocation"	"CG15005"	"uncharacterized protein"
"chr2L"	2739882	2740082	201	"*"	6.05	6.26	5.91	0.35	0.106	0.571	"275"	"FBgn0031450"	2739986	2743377	"+"	"overlapStart"	-104	96	"NearestLocation"	"Hrs"	"Hepatocyte growth factor regulated tyrosine kinase substrate"
"chrX"	10495785	10495985	201	"*"	4.92	5.17	4.74	0.43	0.106	0.571	"11400"	"FBgn0052687"	10482028	10487205	"-"	"upstream"	-8580	8580	"NearestLocation"	"CG32687"	"uncharacterized protein"
"chr3R"	14308035	14308235	201	"*"	6.18	6.39	6.03	0.36	0.106	0.571	"8366"	"FBgn0003567"	14304455	14308589	"-"	"inside"	554	354	"NearestLocation"	"su(Hw)"	"suppressor of Hairy wing"
"chrX"	5954209	5954409	201	"*"	5.29	5.55	5.1	0.45	0.106	0.571	"10898"	"FBgn0029828"	5955629	5958283	"+"	"upstream"	-1420	1220	"NearestLocation"	"CG6067"	"uncharacterized protein"
"chr2L"	4997757	4997957	201	"*"	7.78	7.93	7.68	0.26	0.106	0.571	"527"	"FBgn0053113"	4992808	5009720	"-"	"inside"	11963	4949	"NearestLocation"	"Rtnl1"	"Reticulon-like1"
"chrX"	19683311	19683511	201	"*"	7.58	7.75	7.46	0.29	0.107	0.571	"12399"	"FBgn0043903"	19676061	19683518	"-"	"inside"	207	7	"NearestLocation"	"dome"	"domeless"
"chr2L"	9758928	9759128	201	"*"	6.95	7.12	6.84	0.28	0.107	0.571	"1099"	"FBgn0270924"	9758342	9762375	"+"	"inside"	586	586	"NearestLocation"	"zf30C"	"zinc finger protein 30C"
"chrX"	19652221	19652421	201	"*"	6.48	6.69	6.33	0.36	0.107	0.571	"12392"	"FBgn0031051"	19646306	19652269	"-"	"overlapStart"	48	48	"NearestLocation"	"Ranbp21"	"Ranbp21"
"chr2R"	22318076	22318276	201	"*"	7.19	7.35	7.08	0.26	0.107	0.571	"4297"	"FBgn0013272"	22317662	22329416	"+"	"inside"	414	414	"NearestLocation"	"Gp150"	"Gp150"
"chr3L"	15533302	15533502	201	"*"	5.04	5.3	4.85	0.45	0.107	0.571	"6379"	"FBgn0262893"	15530085	15531473	"-"	"upstream"	-1829	1829	"NearestLocation"	"CG43248"	"uncharacterized protein"
"chr3L"	20198171	20198371	201	"*"	6.65	6.89	6.49	0.39	0.107	0.571	"6952"	"FBgn0261556"	20149614	20198317	"-"	"overlapStart"	146	54	"NearestLocation"	"CG42674"	"uncharacterized protein"
"chr3R"	29867784	29867984	201	"*"	5.43	5.67	5.26	0.42	0.107	0.571	"9961"	"FBgn0039714"	29863701	29868895	"-"	"inside"	1111	911	"NearestLocation"	"Zip99C"	"Zinc/iron regulated transporter-related protein 99C"
"chr2L"	6772772	6772972	201	"*"	5.8	6.19	5.51	0.68	0.107	0.571	"711"	"FBgn0031857"	6759829	6772755	"-"	"upstream"	-17	17	"NearestLocation"	"LUBEL"	"Linear Ubiquitin E3 ligase"
"chrX"	6549546	6549746	201	"*"	6.05	6.26	5.91	0.35	0.107	0.571	"10968"	"FBgn0085446"	6540771	6589173	"+"	"inside"	8775	8775	"NearestLocation"	"CG34417"	"uncharacterized protein"
"chrX"	7706725	7706925	201	"*"	7.02	7.22	6.88	0.34	0.107	0.571	"11087"	"FBgn0262979"	7707775	7708587	"+"	"upstream"	-1050	850	"NearestLocation"	NA	NA
"chr2L"	9176152	9176352	201	"*"	8.43	8.61	8.31	0.3	0.107	0.571	"1021"	"FBgn0041092"	9166778	9250211	"+"	"inside"	9374	9374	"NearestLocation"	"tai"	"taiman"
"chr2R"	17869265	17869465	201	"*"	7.86	8.04	7.74	0.3	0.107	0.571	"3822"	"FBgn0265590"	17869027	17869857	"+"	"inside"	238	238	"NearestLocation"	NA	NA
"chrX"	6575762	6575962	201	"*"	5.45	5.73	5.25	0.48	0.107	0.571	"10972"	"FBgn0029877"	6589290	6590646	"+"	"upstream"	-13528	13328	"NearestLocation"	"CG17717"	"uncharacterized protein"
"chr3R"	14584849	14585049	201	"*"	4.38	4.7	4.15	0.54	0.107	0.571	"8408"	"FBgn0020299"	14577217	14608079	"+"	"inside"	7632	7632	"NearestLocation"	"stumps"	"stumps"
"chr2L"	1361653	1361853	201	"*"	5.52	5.77	5.35	0.42	0.107	0.571	"155"	"FBgn0053126"	1359837	1361821	"-"	"overlapStart"	168	32	"NearestLocation"	"NLaz"	"Neural Lazarillo"
"chr3R"	16171821	16172021	201	"*"	5.54	5.77	5.39	0.38	0.107	0.571	"8584"	"FBgn0038404"	16171991	16180475	"+"	"overlapStart"	-170	30	"NearestLocation"	"CG8925"	"uncharacterized protein"
"chr3L"	8600838	8601038	201	"*"	7.02	7.23	6.88	0.35	0.107	0.571	"5624"	"FBgn0017579"	8601006	8602392	"+"	"overlapStart"	-168	32	"NearestLocation"	"RpL14"	"Ribosomal protein L14"
"chr3L"	16086060	16086260	201	"*"	5.17	5.46	4.96	0.5	0.107	0.571	"6455"	"FBgn0263602"	16085221	16087525	"-"	"inside"	1465	839	"NearestLocation"	"Tasp1"	"Taspase 1"
"chr2L"	18844477	18844677	201	"*"	6.24	6.45	6.09	0.37	0.107	0.571	"1894"	"FBgn0053120"	18841400	18844579	"-"	"overlapStart"	102	98	"NearestLocation"	"CG33120"	"uncharacterized protein"
"chr2R"	7916842	7917042	201	"*"	5.42	5.7	5.22	0.48	0.107	0.571	"2570"	"FBgn0015509"	7916856	7921579	"+"	"overlapStart"	-14	14	"NearestLocation"	"Cul1"	"Cullin 1"
"chr2L"	1614112	1614312	201	"*"	6.64	6.83	6.5	0.33	0.107	0.571	"165"	"FBgn0021906"	1612429	1614160	"-"	"overlapStart"	48	48	"NearestLocation"	"RFeSP"	"Rieske iron-sulfur protein"
"chr3L"	8242874	8243074	201	"*"	4.24	4.54	4.02	0.52	0.107	0.571	"5568"	"FBgn0035861"	8231814	8240601	"-"	"upstream"	-2273	2273	"NearestLocation"	"CG7213"	"uncharacterized protein"
"chr3L"	1095447	1095647	201	"*"	4.63	4.98	4.36	0.62	0.107	0.571	"4822"	"FBgn0004870"	1036369	1101089	"-"	"inside"	5642	5442	"NearestLocation"	"bab1"	"bric a brac 1"
"chr2R"	21170741	21170941	201	"*"	4.76	5.06	4.55	0.51	0.107	0.571	"4158"	"FBgn0261850"	21171001	21174504	"+"	"upstream"	-260	60	"NearestLocation"	"Xpd"	"Xeroderma pigmentosum D"
"chr3L"	15158947	15159147	201	"*"	5.64	5.9	5.46	0.45	0.107	0.571	"6357"	"FBgn0036487"	15159100	15161138	"+"	"overlapStart"	-153	47	"NearestLocation"	"Prp31"	"Pre-mRNA processing factor 31"
"chr2L"	16261724	16261924	201	"*"	4.44	4.77	4.2	0.57	0.107	0.571	"1666"	"FBgn0002673"	16259414	16261877	"-"	"overlapStart"	153	47	"NearestLocation"	"twe"	"twine"
"chr2R"	23870237	23870437	201	"*"	6.77	7	6.62	0.38	0.108	0.571	"4471"	"FBgn0011236"	23870273	23877442	"+"	"overlapStart"	-36	36	"NearestLocation"	"ken"	"ken and barbie"
"chr2L"	20878636	20878836	201	"*"	6.09	6.28	5.95	0.33	0.108	0.571	"2102"	"FBgn0266316"	20874114	20875540	"+"	"downstream"	4522	3096	"NearestLocation"	NA	NA
"chr3R"	20782703	20782903	201	"*"	7.74	7.93	7.61	0.32	0.108	0.571	"9024"	"FBgn0046689"	20770828	20772601	"-"	"upstream"	-10102	10102	"NearestLocation"	"Takl1"	"Tak1-like 1"
"chrX"	2082466	2082666	201	"*"	6.1	6.3	5.96	0.34	0.108	0.571	"10524"	"FBgn0040395"	2080610	2093948	"+"	"inside"	1856	1856	"NearestLocation"	"Unc-76"	"Uncoordinated 76"
"chr2R"	22542174	22542374	201	"*"	4.72	4.98	4.54	0.44	0.108	0.571	"4322"	"FBgn0034736"	22550094	22552113	"+"	"upstream"	-7920	7720	"NearestLocation"	"gas"	"gasoline"
"chr2L"	2130311	2130511	201	"*"	7.93	8.11	7.81	0.3	0.108	0.571	"217"	"FBgn0004507"	2130813	2137296	"+"	"upstream"	-502	302	"NearestLocation"	"GlyP"	"Glycogen phosphorylase"
"chr2L"	19587171	19587371	201	"*"	6.25	6.48	6.09	0.39	0.108	0.571	"1991"	"FBgn0000464"	19586623	19732069	"+"	"inside"	548	548	"NearestLocation"	"Lar"	"Leukocyte-antigen-related-like"
"chr3L"	7094269	7094469	201	"*"	4.66	4.93	4.47	0.46	0.108	0.571	"5430"	"FBgn0053556"	7094818	7123297	"+"	"upstream"	-549	349	"NearestLocation"	"form3"	"formin 3"
"chr3L"	2918011	2918211	201	"*"	5.35	5.63	5.15	0.48	0.108	0.571	"5045"	"FBgn0035380"	2915024	2916654	"-"	"upstream"	-1357	1357	"NearestLocation"	"CG9970"	"uncharacterized protein"
"chr2R"	16520612	16520812	201	"*"	4.56	4.84	4.35	0.49	0.108	0.571	"3647"	"FBgn0259795"	16534943	16537086	"+"	"upstream"	-14331	14131	"NearestLocation"	"loopin-1"	"loopin-1"
"chr2L"	3788125	3788325	201	"*"	3.67	4	3.43	0.57	0.108	0.571	"427"	"FBgn0031571"	3787167	3802726	"+"	"inside"	958	958	"NearestLocation"	"bark"	"bark beetle"
"chr2L"	9125599	9125799	201	"*"	5.65	5.88	5.49	0.39	0.108	0.571	"1011"	"FBgn0052982"	9125737	9163721	"+"	"overlapStart"	-138	62	"NearestLocation"	"CG32982"	"uncharacterized protein"
"chr3R"	31713588	31713788	201	"*"	8.06	8.23	7.95	0.28	0.108	0.571	"10163"	"FBgn0003870"	31713867	31735392	"+"	"upstream"	-279	79	"NearestLocation"	"ttk"	"tramtrack"
"chrX"	18261589	18261789	201	"*"	4.32	4.61	4.12	0.49	0.108	0.571	"12246"	"FBgn0030905"	18258551	18259517	"-"	"upstream"	-2072	2072	"NearestLocation"	"CG15059"	"uncharacterized protein"
"chr3L"	9547027	9547227	201	"*"	7.16	7.36	7.03	0.33	0.108	0.571	"5773"	"FBgn0261555"	9547220	9596713	"+"	"overlapStart"	-193	7	"NearestLocation"	"CG42673"	"uncharacterized protein"
"chr3L"	8289697	8289897	201	"*"	5.76	6	5.6	0.4	0.108	0.571	"5571"	"FBgn0027569"	8282528	8289870	"-"	"overlapStart"	173	27	"NearestLocation"	"cert"	"ceramide transfer protein"
"chr2R"	22554066	22554266	201	"*"	5.35	5.61	5.17	0.44	0.108	0.571	"4324"	"FBgn0034736"	22550094	22552113	"+"	"downstream"	3972	1953	"NearestLocation"	"gas"	"gasoline"
"chr2L"	11277928	11278128	201	"*"	6.43	6.65	6.28	0.37	0.108	0.571	"1297"	"FBgn0052831"	11278021	11279982	"+"	"overlapStart"	-93	93	"NearestLocation"	"CG33695"	"uncharacterized protein"
