PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5305	chr3L	13018010	13018209	+	1.00	NA	promoter-TSS (NM_140366)	promoter-TSS (NM_140366)	-157	NM_140366	39478	Dm.7070	NM_140366		ste14	CG11268|Dmel\CG11268|Dmel\Ste14|ICMT|Ste14	isoprenylcysteine carboxylmethyltransferase	protein-coding
3542	chr2R	20830405	20830604	+	1.00	NA	intron (NM_001299718, intron 1 of 1)	intron (NM_001299718, intron 1 of 1)	1914	NM_001299717	37356	Dm.33417	NM_057858		sktl	25/17|CG9985|Dmel\CG9985|PIP5-kinase|PIP5K|PIP5K 57B6|SKTL|Sktl|fam|l(2)05475|l(2)k12405|ski	skittles	protein-coding
9402	chrX	6853455	6853654	+	1.00	NA	promoter-TSS (NM_132135)	promoter-TSS (NM_132135)	-659	NM_001298039	31632	Dm.13434	NM_132135		CG14434	Dmel\CG14434	uncharacterized protein	protein-coding
7073	chr3R	13666158	13666357	+	1.00	NA	TTS (NM_142043)	TTS (NM_142043)	4669	NM_176493	41670	Dm.2188	NM_176488		B52	B52/SRp55|B52/dSRp55|CG10851|Dmel\CG10851|E(Dfd)|E726|MabB52|RRM8|RSp55|Rbp8|SR55|SRp55|dSRp55|l(3)s2249|rrm8	B52	protein-coding
6571	chr3R	8025548	8025747	+	1.00	NA	intron (NM_001170077, intron 1 of 5)	intron (NM_001170077, intron 1 of 5)	1527	NM_001275435	40950	Dm.33548	NM_141504		CG2747	Dmel\CG2747	uncharacterized protein	protein-coding
4709	chr3L	7604900	7605099	+	1.00	NA	promoter-TSS (NM_206295)	promoter-TSS (NM_206295)	-36	NM_206295	2768948	Dm.15507	NM_206293		Pura	CG33167|CG33275|CG7511|CG7513|CG7515|CG7520|Dmel\CG33275	Puratrophin-1-like	protein-coding
3958	chr2R	24599772	24599971	+	1.00	NA	promoter-TSS (NM_166678)	promoter-TSS (NM_166678)	-50	NM_138096	37931	Dm.21595	NM_138096		ATPsynF	ATPK|CG4692|Dmel\CG4692|anon-EST:Posey45	ATP synthase, subunit F	protein-coding
9453	chrX	7686061	7686260	+	1.00	NA	exon (NM_206639, exon 6 of 6)	exon (NM_206639, exon 6 of 6)	-4882	NR_123832	19836179		NR_123832		lncRNA:CR45665	CR45665|Dmel\CR45665	long non-coding RNA:CR45665	ncRNA
8593	chr3R	30775585	30775784	+	1.00	NA	intron (NM_057502, intron 3 of 4)	intron (NM_057502, intron 3 of 4)	-7574	NM_170523	43650	Dm.4708	NM_057502		zfh1	CG1322|Dmel\CG1322|ZFH-1|ZFH1|Zfh-1|Zfh1|Zfh1a|l(3)00865|zfh-1|zfl-1|zhf1	Zn finger homeodomain 1	protein-coding
4852	chr3L	8675664	8675863	+	1.00	NA	promoter-TSS (NM_079253)	promoter-TSS (NM_079253)	4	NM_001014577	38995	Dm.2554	NM_079253		h	8247|CG6494|Dmel\CG6494|H|HRY|Hairy|bHLHb39|bHLHc14|brr|dDr1|hry|l(3)08247|l(3)rM384	hairy	protein-coding
9798	chrX	11426248	11426447	+	1.00	NA	intron (NM_001298192, intron 2 of 4)	intron (NM_001298192, intron 2 of 4)	2390	NM_001298193	32087	Dm.135	NM_078568		Gs2	CG1743|Dmel\CG1743|GS2|GsII|gs-c|gs2	Glutamine synthetase 2	protein-coding
6600	chr3R	8328181	8328380	+	1.00	NA	intron (NM_001043222, intron 1 of 1)	intron (NM_001043222, intron 1 of 1)	3964	NM_001300303	40992		NM_141534		CG7443	Dmel\CG7443	uncharacterized protein	protein-coding
1537	chr2L	17745281	17745480	+	1.00	NA	intron (NM_165227, intron 3 of 23)	intron (NM_165227, intron 3 of 23)	6966	NM_165224	35070	Dm.5768	NM_165224		CadN	B|CG7100|CT21941|Cad-N|D-cad|DN|DN-CAD|DN-CAd|DN-Cad|DN-cad|DNCad|DNcad|Dmel\CG7100|N-Cad|N-Cadh|N-cad|N-cadherin|NCAD|NCad|Ncad|S(DmcycE[JP])2.12|anon-EST:CL32|cad1|cadN|l(2)36Da|l(2)Bld|n-cad|ncad	Cadherin-N	protein-coding
1358	chr2L	14528497	14528696	+	1.00	NA	Intergenic	Intergenic	3791	NM_001032094	3772188		NM_001032094		CG33648	Dmel\CG33648	uncharacterized protein	protein-coding
10513	chrX	19187773	19187972	+	1.00	NA	promoter-TSS (NM_133129)	promoter-TSS (NM_133129)	-163	NM_133129	32905	Dm.3528	NM_133129		Mec2	CG7635|DMec2|Dmel\CG7635|mec-2	Mec2	protein-coding
10711	chrX	23007578	23007777	+	1.00	NA	promoter-TSS (NR_123993)	promoter-TSS (NR_123993)	5	NR_123993	19835306		NR_123993		asRNA:CR45009	CR45009|Dmel\CR45009	antisense RNA:CR45009	ncRNA
1257	chr2L	13207165	13207364	+	1.00	NA	intron (NM_135769, intron 1 of 6)	intron (NM_135769, intron 1 of 6)	3502	NM_165029	34716	Dm.416	NM_135769		Pect	CG5547|Dmel\CG5547|PECT|pect	Phosphoethanolamine cytidylyltransferase	protein-coding
5065	chr3L	10739343	10739542	+	1.00	NA	Intergenic	CpG	-32483	NM_001259780	12798172	Dm.33178	NM_001259780		CG43245	Dmel\CG43245	uncharacterized protein	protein-coding
6674	chr3R	9220407	9220606	+	1.00	NA	intron (NM_001275474, intron 3 of 12)	intron (NM_001275474, intron 3 of 12)	6334	NM_169260	41094	Dm.1115	NM_079561		pum	CG9755|CG9763|Dmel\CG9755|EP(3)0883|PKL|PUM|Pum|anon-WO0172774.19|bem|fs(3)02003|l(3)01688|ova|ovt|pkl	pumilio	protein-coding
710	chr2L	7576549	7576748	+	1.00	NA	promoter-TSS (NM_144299)	promoter-TSS (NM_144299)	-41	NM_144299	34032	Dm.3069	NM_144299		RapGAP1	CG13789|CG13790|CG13791|CG33529|CG34374|CG44086|CG6682|Dmel\CG44086|Dmel_CG13790|Dmel_CG13791|Dmel_CG33529|Dmel_CG34374|FBpp0111515|Q9VM02_DROME|RapGAP|RapGap1|Rapgap1|rapgap|rapgap1	Rap GTPase activating protein 1	protein-coding
3331	chr2R	18433935	18434134	+	1.00	NA	intron (NM_001103895, intron 4 of 9)	intron (NM_001103895, intron 4 of 9)	6441	NM_001103896	37119	Dm.1480	NM_137489		Ttd14	CG16859|CG30118|CG5544|Dmel\CG30118|TTD14|l(2)08770|l(2)k04808|ttd14	TRPL translocation defect 14	protein-coding
6116	chr3L	21821851	21822050	+	1.00	NA	promoter-TSS (NM_079483)	promoter-TSS (NM_079483)	-47	NM_079483	40429	Dm.2503	NM_079483		CycH	142767_at|CCNH|CG7405|Dmel\CG7405	Cyclin H	protein-coding
9528	chrX	8419559	8419758	+	1.00	NA	intron (NM_001103435, intron 3 of 9)	intron (NM_001103435, intron 3 of 9)	-1707	NM_078529	31773	Dm.2938	NM_078529		Trf2	CG11195|CG18009|Dmel\CG18009|TLF|TRF2|dTRF2|dTRF2L|dTRF2S|dTrf2|l(1)G0039|l(1)G0071|l(1)G0295|l(1)G0425|p79/TRF2|trf2	TATA box binding protein-related factor 2	protein-coding
8723	chr4	508489	508688	+	1.00	NA	intron (NM_001258496, intron 2 of 13)	intron (NM_001258496, intron 2 of 13)	6778	NM_001272130	43795	Dm.3906	NM_079884		zfh2	CG1449|Dmel\CG1449|ZFH-2|ZFH2|Zfh-2|Zfh2|zfh-2	Zn finger homeodomain 2	protein-coding
7055	chr3R	13379686	13379885	+	1.00	NA	promoter-TSS (NM_169517)	promoter-TSS (NM_169517)	-10	NM_169513	41644	Dm.11957	NM_169511		CG9813	Dmel\CG9813|ORE-7	uncharacterized protein	protein-coding
6977	chr3R	12296647	12296846	+	1.00	NA	TTS (NM_169458)	TTS (NM_169458)	-14607	NM_141917	41493	Dm.27269	NM_141917		CG4066	Dmel\CG4066	uncharacterized protein	protein-coding
5643	chr3L	17000313	17000512	+	1.00	NA	intron (NM_001275048, intron 1 of 6)	intron (NM_001275048, intron 1 of 6)	-1888	NR_048285	12797920		NR_048285		mir-2500	CR42896|Dmel\CR42896|dme-mir-2500|miR-2500	mir-2500 stem loop	ncRNA
8829	chrX	927671	927870	+	1.00	NA	promoter-TSS (NM_130514)	promoter-TSS (NM_130514)	-188	NM_001272185	31037		NM_130513		Lztr1	CG3711|Dmel\CG3711|EG:BACR7A4.19|LZTR1	Leucine zipper like transcription regulator 1	protein-coding
6633	chr3R	8747627	8747826	+	1.00	NA	promoter-TSS (NM_001260064)	promoter-TSS (NM_001260064)	-51	NM_141570	41044	Dm.4969	NM_141570		CG9801	Dmel\CG9801	uncharacterized protein	protein-coding
165	chr2L	1884441	1884640	+	1.00	NA	promoter-TSS (NM_134786)	promoter-TSS (NM_134786)	-82	NM_001103581	33367	Dm.264	NM_134786		Wdr62	CG7337|Dmel\CG7337|Q0E8U7_DROME|WDR62|wdr62	WD repeat domain 62	protein-coding
9475	chrX	7936001	7936200	+	1.00	NA	TTS (NM_080427)	TTS (NM_080427)	204	NM_001272389	31713	Dm.18600	NM_132200		Ubr3	CG1530|CG1531|CG42593|Dmel\CG42593|Dmel_CG1530|Dmel_CG1531|UBR3|ubr3	Ubr3 ubiquitin ligase	protein-coding
5372	chr3L	14190677	14190876	+	1.00	NA	promoter-TSS (NM_001259824)	promoter-TSS (NM_001259824)	-94	NM_001259820	39572	Dm.33462	NM_001038917		nuf	CG32140|CG33991|CG7867|CIP-D2|Cy3-23|D2|Dmel\CG33991|EP3077|FIP3|NUF|Nuf|Nuf1|Nuf2p|anon-D2	nuclear fallout	protein-coding
7731	chr3R	21069884	21070083	+	1.00	NA	TTS (NM_206531)	TTS (NM_206531)	3336	NM_079703	42493	Dm.1654	NM_079703		r-l	CG3593|Dmel\CG3593|OMPDC|OPRT|UMPS|ral	rudimentary-like	protein-coding
5880	chr3L	19334956	19335155	+	1.00	NA	intron (NM_079434, intron 1 of 5)	intron (NM_079434, intron 1 of 5)	2554	NM_079434	40104	Dm.19224	NM_079434		pip	CG9614|Dmel\CG9614|Pipe|l(3)76BDp|pipe-ST2	pipe	protein-coding
7599	chr3R	19476753	19476952	+	1.00	NA	promoter-TSS (NM_001043261)	promoter-TSS (NM_001043261)	-17	NM_001043261	42327	Dm.16710	NM_001043256		Dys	CG17750|CG31175|CG34157|CG7240|CG7243|CG7344|DLP|DLP1|DLP186|DLP2|DLP3|DYS|DmDLP|DmDYS|Dmel\CG34157|Dp117|Dp186|Dp205|GI3046716|IDLP|det|dmDLP|dmDp186|dmDys|dys	Dystrophin	protein-coding
363	chr2L	3740520	3740719	+	1.00	NA	intron (NM_001273073, intron 1 of 12)	intron (NM_001273073, intron 1 of 12)	-4775	NM_134961	33600	Dm.12201	NM_134961		CG10019	BEST:GH25970|Dmel\CG10019|GH25970	uncharacterized protein	protein-coding
289	chr2L	3067594	3067793	+	1.00	NA	TTS (NM_164526)	TTS (NM_164526)	4678	NM_001103594	33526	Dm.7877	NM_057805		toc	BA34|BcDNA:LD27161|CG9660|Dmel\CG9660|Toc|l(2)01361|l(2)05527|l(2)K08224|l(2)k08224	toucan	protein-coding
1351	chr2L	14448990	14449189	+	1.00	NA	promoter-TSS (NR_124255)	promoter-TSS (NR_124255)	-80	NR_124255	19836223		NR_124255		lncRNA:CR45726	CR45726|Dmel\CR45726	long non-coding RNA:CR45726	ncRNA
10583	chrX	19762262	19762461	+	1.00	NA	promoter-TSS (NM_134511)	promoter-TSS (NM_134511)	-43	NM_134511	32993	Dm.31109	NM_134511		CG12702	Dmel\CG12702|lincRNA.1023	uncharacterized protein	protein-coding
5126	chr3L	11210585	11210784	+	1.00	NA	promoter-TSS (NM_140196)	promoter-TSS (NM_140196)	-101	NM_140195	39266	Dm.928	NM_140195		Ube3a	AS|As|CG6190|Dmel\CG6190|Dube3A|Dube3a|NM_140195.2|UBE3A|dUBE3A|dUbe3A|dUbe3a|das|dube3A|dube3a|ube3a	Ubiquitin protein ligase E3A	protein-coding
8079	chr3R	24320456	24320655	+	1.00	NA	promoter-TSS (NR_133441)	promoter-TSS (NR_133441)	-773	NR_133441	26067410		NR_133441		asRNA:CR46093	CR46093|Dmel\CR46093	antisense RNA:CR46093	ncRNA
9094	chrX	3329057	3329256	+	1.00	NA	promoter-TSS (NM_080322)	promoter-TSS (NM_080322)	-251	NM_080322	31309	Dm.4817	NM_080322		dnc	CG10791|CG10792|CG10797|CG14267|CG14268|CG32498|DNC|Dmel\CG32498|Dunce|EG:140G11.4|EG:96G10.7|EG:BACN05I09.3|EG:BACN5I9.2|PDE|PDE4|PDEII|fs(1)M42	dunce	protein-coding
8426	chr3R	29112957	29113156	+	1.00	NA	promoter-TSS (NM_170388)	promoter-TSS (NM_170388)	-15	NM_170386	43437	Dm.19569	NM_143411		Pdhb	CG 11876|CG11876|Dmel\CG11876|E1beta|PDHB|PDHbeta|Pdh|dPDHB	Pyruvate dehydrogenase E1 beta subunit	protein-coding
9910	chrX	12742425	12742624	+	1.00	NA	promoter-TSS (NR_123886)	promoter-TSS (NR_123886)	-23	NR_123886	19835079		NR_123886		asRNA:CR45623	CR45623|Dmel\CR45623	antisense RNA:CR45623	ncRNA
9087	chrX	3285410	3285609	+	1.00	NA	intron (NM_166961, intron 3 of 13)	intron (NM_166961, intron 3 of 13)	-3872	NM_001272273	31309	Dm.4817	NM_080322		dnc	CG10791|CG10792|CG10797|CG14267|CG14268|CG32498|DNC|Dmel\CG32498|Dunce|EG:140G11.4|EG:96G10.7|EG:BACN05I09.3|EG:BACN5I9.2|PDE|PDE4|PDEII|fs(1)M42	dunce	protein-coding
7738	chr3R	21094385	21094584	+	1.00	NA	promoter-TSS (NR_125220)	promoter-TSS (NR_125220)	-278	NR_125220	19835357		NR_125218		lncRNA:CR44178	CG44178|CR44178|Dmel\CR44178	long non-coding RNA:CR44178	ncRNA
4847	chr3L	8654891	8655090	+	1.00	NA	Intergenic	Intergenic	5519	NM_001144442	38994	Dm.15472	NM_139994		Pex7	CG6486|DmelPex7|Dmel\CG6486|PEX7	Peroxin 7	protein-coding
3237	chr2R	17548241	17548440	+	1.00	NA	promoter-TSS (NM_079051)	promoter-TSS (NM_079051)	48	NM_001299609	36986		NM_079051		MESR4	CG4903|Dmel\CG4903|EP(2)0988|EP0386|EP0988|EP988|MSR4|Mesr4	Misexpression suppressor of ras 4	protein-coding
99	chr2L	1031014	1031213	+	1.00	NA	intron (NM_001272922, intron 2 of 10)	intron (NM_001272922, intron 2 of 10)	3469	NM_001272922	33277	Dm.33495	NM_134718		IA-2	CG11344|CG31795|CG4355|Dmel\CG31795|IA2|R-PTPX/1A2|anon-WO0153538.69|ia2	IA-2 protein tyrosine phosphatase	protein-coding
412	chr2L	4448744	4448943	+	1.00	NA	promoter-TSS (NM_134991)	promoter-TSS (NM_134991)	-208	NM_134991	33650	Dm.28233	NM_134991		MFS18	BEST:CK02623|CG15438|CK02623|Dmel\CG15438	Major Facilitator Superfamily Transporter 18	protein-coding
3557	chr2R	21011846	21012045	+	1.00	NA	promoter-TSS (NM_176242)	promoter-TSS (NM_176242)	-24	NM_176242	45871	Dm.19597	NM_176242		grau	CG3282|CG33133|Dmel\CG33133|Grau	grauzone	protein-coding
9169	chrX	4169981	4170180	+	1.00	NA	intron (NM_001272306, intron 2 of 8)	intron (NM_001272306, intron 2 of 8)	36013	NM_167004	31364	Dm.1687	NM_080327		Fas2	1D4|Ab 1D4|CG3665|CT12301|Dmel\CG3665|EG:EG0007.3|FAS 11|FAS II|FAS2|FASII|Fas|Fas 2|Fas II|Fas-II|FasII|Fasc II|FascII|Fasii|MAB1D4|anon-EST:Liang-1.60|clone 1.60|fas II|fas-II|fas2|fasII|fasciclin II|l(1)G0032|l(1)G0048|l(1)G0081|l(1)G0293|l(1)G0336|mAB1D4|mAb 1D4|mAb1D4	Fasciclin 2	protein-coding
3338	chr2R	18498024	18498223	+	1.00	NA	promoter-TSS (NM_166292)	promoter-TSS (NM_166292)	-97	NM_137493	37126		NM_137493		CG30116	BcDNA:GH04922|CG17671|CG5512|Dmel\CG30116	uncharacterized protein	protein-coding
9521	chrX	8271527	8271726	+	1.00	NA	promoter-TSS (NM_132240)	promoter-TSS (NM_132240)	-217	NM_132240	31764	Dm.105	NM_132240		Corp	CG10965|Dmel\CG10965|corp	Companion of reaper	protein-coding
1396	chr2L	15333609	15333808	+	1.00	NA	promoter-TSS (NM_057252)	promoter-TSS (NM_057252)	-158	NM_057252	34903	Dm.4764	NM_057252		esg	4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz	escargot	protein-coding
1929	chr2R	5648755	5648954	+	1.00	NA	intron (NM_001299212, intron 1 of 4)	intron (NM_001299212, intron 1 of 4)	3961	NM_001299212	35499	Dm.13241	NM_136330		hrm	CG11665|Dmel\CG11665	hermes	protein-coding
8456	chr3R	29503409	29503608	+	1.00	NA	promoter-TSS (NM_206580)	promoter-TSS (NM_206580)	41	NM_170413	43476	Dm.7902	NM_170413		Trc8	CG2304|DTrc8|Dmel\CG2304|Dtrc8|TRC8|trc8	TRC8 ring finger protein	protein-coding
8144	chr3R	25023179	25023378	+	1.00	NA	promoter-TSS (NM_143062)	promoter-TSS (NM_143062)	22	NM_143062	42991	Dm.12932	NM_143062		beta4GalT7	CG11780|Dbeta4GalT7|Dmel\CG11780|GalT|GalTI|beta4Gal-T7|beta4GalTI|betaGalT7|dGAGbeta4GalTI|dbeta4GalT7|dbeta4GalTI	beta-4-galactosyltransferase 7	protein-coding
9596	chrX	9106489	9106688	+	1.00	NA	promoter-TSS (NM_132298)	promoter-TSS (NM_132298)	16	NM_001272441	31840	Dm.2932	NM_078538		Bx42	BX42|CG8264|Dmel\CG8264|SKIP|Skip|bx42	Bx42	protein-coding
1321	chr2L	14010533	14010732	+	1.00	NA	Intergenic	Intergenic	-2372	NM_001298994	44117	Dm.23376	NM_079959		bgm	2a9hom|BG:DS01514.2|BG:DS0514.2|Bgm|CG4501|Dmel\CG4501	bubblegum	protein-coding
10283	chrX	16763257	16763456	+	1.00	NA	intron (NM_001169306, intron 5 of 11)	intron (NM_001169306, intron 5 of 11)	-11446	NM_132932	32660	Dm.7732	NM_132932		goe	BcDNA:LD21405|CG9634|Dmel\CG9634|Nepl2	gone early	protein-coding
6434	chr3R	6025316	6025515	+	1.00	NA	TTS (NM_141351)	TTS (NM_141351)	1823	NM_001300262	40741	Dm.3894	NM_141351		CG11459	Dmel\CG11459	uncharacterized protein	protein-coding
5156	chr3L	11425060	11425259	+	1.00	NA	promoter-TSS (NM_140205)	promoter-TSS (NM_140205)	1	NM_140205	39276	Dm.13614	NM_140205		CG7560	BEST:GH18008|Dmel\CG7560|gh18008	uncharacterized protein	protein-coding
5444	chr3L	15104525	15104724	+	1.00	NA	intron (NM_001300138, intron 1 of 3)	(GTGTGG)n|Simple_repeat|Simple_repeat	-1258	NM_168607	19834908	Dm.4243	NM_168607		CG45071	CG6854|Dmel\CG45071|Polypeptide A	uncharacterized protein	protein-coding
6279	chr3R	4509736	4509935	+	1.00	NA	intron (NM_001370010, intron 5 of 14)	intron (NM_001370010, intron 5 of 14)	-3470	NM_001104213	5740837	Dm.7538	NM_001104213		CG34425	CG12584|CG41467|Dmel\CG34425|Dmel_CG12584|Dmel_CG41467	uncharacterized protein	protein-coding
7875	chr3R	22446562	22446761	+	1.00	NA	promoter-TSS (NM_142787)	promoter-TSS (NM_142787)	-74	NM_142787	42637	Dm.24981	NM_142787		CG12499	Dmel\CG12499	uncharacterized protein	protein-coding
4005	chr2R	24986853	24987052	+	1.00	NA	promoter-TSS (NM_001299945)	promoter-TSS (NM_001299945)	-831	NM_001299945	38000	Dm.790	NM_138148		CG3829	Dmel\CG3829	uncharacterized protein	protein-coding
5191	chr3L	11785236	11785435	+	1.00	NA	TTS (NM_168476)	TTS (NM_168476)	4678	NM_001169949	39329	Dm.7619	NM_079304		Pi3K68D	11621|BcDNA:LD15217|CG11621|Cpk|Dmel\CG11621|PI(3)K|PI3K|PI3K 68D|PI3K 68_D|PI3K-68D|PI3K-68D/E|PI3K68D|PI3K_68D|PI[[3]]K|Pi3K|cpk|dPI3K|dPI3k|dPIK|pi3k68d	Phosphotidylinositol 3 kinase 68D	protein-coding
9635	chrX	9502455	9502654	+	1.00	NA	TTS (NM_167192)	TTS (NM_167192)	-2425	NM_001298124	8674055		NM_132335		mgl	CG12139|CG12654|CG15316|CG34339|CG34352|CG42611|CT7830|Dm CG34352|Dmel\CG42611|Dmel_CG12139|Dmel_CG12654|Dmel_CG34339|Dmel_CG34352|LDLR|Mgl|SOSIE|anon-WO0140519.108	Megalin	protein-coding
6473	chr3R	6741765	6741964	+	1.00	NA	5' UTR (NM_206441, exon 1 of 9)	5' UTR (NM_206441, exon 1 of 9)	199	NM_206440	40826		NM_057321		pb	BG:DS01719.1|CG17880|CG31481|Dmel\CG31481|Dmpb|PB|Pb|l(3)04498|pd|pr	proboscipedia	protein-coding
1959	chr2R	6023072	6023271	+	1.00	NA	promoter-TSS (NM_136349)	promoter-TSS (NM_136349)	-27	NM_001273789	35528	Dm.3418	NM_136349		Strica	CG7863|DREAM|Dmel\CG7863|Dream|Dream/Strica|STRICA|STRICA/DREAM|Strica/Dream|dream|strica	Ser/Thr-rich caspase	protein-coding
9551	chrX	8580043	8580242	+	1.00	NA	intron (NM_001169237, intron 2 of 7)	intron (NM_001169237, intron 2 of 7)	5836	NM_132265	31798	Dm.19450	NM_132265		CG12065	Dmel\CG12065	uncharacterized protein	protein-coding
8491	chr3R	29806693	29806892	+	1.00	NA	promoter-TSS (NM_170430)	promoter-TSS (NM_170430)	-19	NM_170430	43518	Dm.6851	NM_170430		ca	CG18133|CG18134|CG31037|CG7799|Dmel\CG31037|bw-p|bw[G]	claret	protein-coding
415	chr2L	4458467	4458666	+	1.00	NA	promoter-TSS (NR_002508)	promoter-TSS (NR_002508)	-202	NM_001201760	33654	Dm.295	NM_057615		RpL27A	CG15442|Dmel\CG15442|M|M(2)24F|M(2)24F-1|M(2)Z|M(2)z|M(2L)z|M[[z]]|Mz|Rp L27A|RpL27Aa|RpL27Ab|RpL27a|RpL27a2|anon-EST:Posey257|l(2)24EFh|l(2)24Fb|l(2)SH0840|l(2)SH2 0840|rpL27a	Ribosomal protein L27A	protein-coding
3527	chr2R	20552020	20552219	+	1.00	NA	promoter-TSS (NM_166398)	promoter-TSS (NM_166398)	-29	NM_166398	3772419	Dm.2273	NM_166398		CG18065	CG33008|Dmel\CG18065	uncharacterized protein	protein-coding
3081	chr2R	16014752	16014951	+	1.00	NA	promoter-TSS (NM_166134)	promoter-TSS (NM_166134)	-57	NM_166134	36766	Dm.16025	NM_166134		Rrp42	CG8395|Dmel\CG8395|anon-EST:Posey140|anon-EST:Posey187|dRrp42	Rrp42	protein-coding
9231	chrX	5340063	5340262	+	1.00	NA	promoter-TSS (NM_206631)	promoter-TSS (NM_206631)	-74	NM_001272322	31456	Dm.11909	NM_080339		SK	BcDNA:GM01744|CG10706|CG12733|CG4179|Dmel\CG10706|Sk|dSK	small conductance calcium-activated potassium channel	protein-coding
2486	chr2R	10581852	10582051	+	1.00	NA	intron (NM_001014518, intron 1 of 6)	intron (NM_001014518, intron 1 of 6)	-1735	NM_176143	36118	Dm.7369	NM_078962		psq	BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep	pipsqueak	protein-coding
7166	chr3R	14567358	14567557	+	1.00	NA	promoter-TSS (NM_169586)	promoter-TSS (NM_169586)	-28	NM_001275639	318677	Dm.6339	NM_169586		CG31313	BcDNA:RH02566|Dmel\CG31313	uncharacterized protein	protein-coding
1227	chr2L	13041724	13041923	+	1.00	NA	intron (NM_001259087, intron 2 of 6)	intron (NM_001259087, intron 2 of 6)	18317	NM_001273500	34701	Dm.31451	NM_135755		CG9932	Dmel\CG9932|EP2317|Ef4A|elF-4A	uncharacterized protein	protein-coding
2783	chr2R	13296285	13296484	+	1.00	NA	promoter-TSS (NM_165979)	promoter-TSS (NM_165979)	-457	NM_001274022	36475		NM_165979		Dh31-R	CG17043|CG17415|CG32843|DH31|DH31-R|DH31-R1|DH31R|Dh31-R1|Dh31R|Dh31r|DmeCG32843|Dmel\CG32843|anon-WO0170980.136|anon-WO0170980.137|dh31-R1	Diuretic hormone 31 Receptor	protein-coding
347	chr2L	3640031	3640230	+	1.00	NA	promoter-TSS (NM_001347740)	promoter-TSS (NM_001347740)	-210	NM_001347740	44817	Dm.6584	NM_058139		for	142251_at|BcDNA:GM08338|CG10033|DG2|Dg2|Dmel\CG10033|FOR/PKG|For|PKG|PKG2|Pkg2|Pkg24A|anon-WO0140519.260|anon-WO02059370.47|dg2|l(2)06860	foraging	protein-coding
10675	chrX	21358209	21358408	+	1.00	NA	promoter-TSS (NM_078706)	promoter-TSS (NM_078706)	22	NM_078706	33114	Dm.2682	NM_078706		Sep1	38960|CG1403|DSep1|Diff6|Dmel\CG1403|anon-19Fa|dSEPT1|iby|sep1|tu1	Septin 1	protein-coding
1328	chr2L	14094681	14094880	+	1.00	NA	TTS (NM_205985)	TTS (NM_205985)	-9310	NM_001347778	34829		NM_135859		CG46301	BG:DS01523.1|BG:DS01759.1|CG16879|CG17341|DS01759.1|Dmel\CG46301|Dmel_CG16879|Dmel_CG17341	uncharacterized protein	protein-coding
2889	chr2R	14247722	14247921	+	1.00	NA	intron (NM_079016, intron 1 of 8)	intron (NM_079016, intron 1 of 8)	855	NM_079016	36582	Dm.23247	NM_079016		Mdr50	CG8523|Dm2|Dm3|Dmel\CG8523|MDR50|mdr50	Multi drug resistance 50	protein-coding
1785	chr2L	20896945	20897144	+	1.00	NA	intron (NM_001273719, intron 3 of 10)	intron (NM_001273719, intron 3 of 10)	-6649	NM_165351	35359	Dm.2151	NM_136229		sky	CG14399|CG9339|CG9340|Dmel\CG9339|Sky|anon-WO0118547.455	skywalker	protein-coding
10213	chrX	16073140	16073339	+	1.00	NA	promoter-TSS (NM_001298387)	promoter-TSS (NM_001298387)	43	NM_001298387	32573	Dm.3733	NM_132875		Nipsnap	CG9212|Dmel\CG9212	nipsnap	protein-coding
3939	chr2R	24395539	24395738	+	1.00	NA	3' UTR (NM_138064, exon 11 of 11)	3' UTR (NM_138064, exon 11 of 11)	-4390	NM_001274239	37894	Dm.770	NM_079121		Rpn8	CG3416|Dmel\CG3416|Mov34|P26270|PRSC_DROME|PSMD7|RPN8|S12|l(2)k08003|p39B	Regulatory particle non-ATPase 8	protein-coding
6776	chr3R	10035854	10036053	+	1.00	NA	intron (NM_001260085, intron 2 of 22)	intron (NM_001260085, intron 2 of 22)	6868	NM_176450	41225	Dm.32089	NM_176443		Mical	CG11685|CG11687|CG18484|CG18667|CG18668|CG33186|CG33190|CG33208|Dmel\CG33208|MICAL|mdcds_49226|mical|milch	Molecule interacting with CasL	protein-coding
758	chr2L	8004267	8004466	+	1.00	NA	promoter-TSS (NM_135327)	promoter-TSS (NM_135327)	-80	NM_001298806	34090	Dm.19795	NM_135327		Wwox	CG7221|DmWWOX|Dmel\CG7221|WWOX|anon-EST:Posey177	WW domain containing oxidoreductase	protein-coding
9942	chrX	13159466	13159665	+	1.00	NA	promoter-TSS (NM_132634)	promoter-TSS (NM_132634)	-39	NM_132634	32269	Dm.1998	NM_132634		CG12096	12096|Dmel\CG12096|S5b|S5b/PSMD5|dS5b	uncharacterized protein	protein-coding
